id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
9028,2016-03-01,,Month-to-month,No,Credit card (automatic),75.45,3545.1,Fiber optic,Yes,No,No,No,No,No,Female,0,No,No,No,0
9030,2019-06-01,,Month-to-month,No,Mailed check,64.1,504.05,DSL,No,No,Yes,Yes,No,Yes,Female,0,No,No,No,0
9032,2018-09-01,,Month-to-month,Yes,Mailed check,25.65,440.2,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
9034,2018-11-01,,Month-to-month,No,Mailed check,75.1,1151.55,Fiber optic,Yes,No,No,No,No,No,Male,0,Yes,Yes,No,0
9036,2017-12-01,,One year,Yes,Bank transfer (automatic),95.85,2475.35,Fiber optic,Yes,No,Yes,Yes,No,Yes,Female,0,No,No,No,0
9038,2018-03-01,,Month-to-month,No,Electronic check,54.4,1249.25,DSL,Yes,No,No,No,No,No,Female,0,No,No,Yes,0
9040,2019-10-01,,Month-to-month,No,Electronic check,72.75,317.75,Fiber optic,No,Yes,No,No,No,No,Female,1,No,No,No,0
9042,2017-09-01,,One year,No,Mailed check,19.85,535.05,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
9044,2018-01-01,,Month-to-month,No,Mailed check,19.05,461.3,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
9046,2019-03-01,2019-12-01,Month-to-month,No,Mailed check,44.95,431.0,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
9047,2018-05-01,2019-11-01,Month-to-month,Yes,Mailed check,49.55,878.35,DSL,No,No,Yes,No,No,No,Male,0,Yes,No,No,1
9049,2019-11-01,,Month-to-month,Yes,Electronic check,94.85,335.75,Fiber optic,No,No,No,No,Yes,Yes,Male,1,No,No,Yes,0
9051,2014-05-01,,Two year,No,Bank transfer (automatic),46.25,3121.4,DSL,Yes,Yes,Yes,Yes,No,No,Female,0,Yes,Yes,No,0
9052,2018-12-01,,One year,No,Mailed check,19.35,324.8,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
9053,2018-07-01,,Month-to-month,No,Mailed check,69.6,1394.55,DSL,No,No,No,No,Yes,Yes,Male,0,No,No,Yes,0
9054,2016-11-01,,Month-to-month,No,Electronic check,90.7,3413.25,Fiber optic,No,Yes,No,No,No,Yes,Male,1,No,No,Yes,0
9056,2017-07-01,,Month-to-month,Yes,Electronic check,101.4,3143.65,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,No,No,No,0
9058,2018-02-01,,One year,No,Mailed check,20.25,439.75,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
9060,2018-12-01,,Month-to-month,No,Bank transfer (automatic),48.8,664.4,DSL,No,No,No,Yes,No,No,Male,0,Yes,No,No,0
9062,2014-10-01,,Two year,Yes,Mailed check,74.35,4759.55,DSL,Yes,Yes,Yes,Yes,No,Yes,Female,0,Yes,No,No,0
9064,2015-12-01,,One year,Yes,Mailed check,19.35,1033.0,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
9066,2015-10-01,,One year,Yes,Electronic check,68.75,3482.85,DSL,No,Yes,Yes,Yes,Yes,No,Male,0,Yes,Yes,No,0
9068,2017-10-01,,One year,No,Electronic check,100.2,2688.45,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,No,No,Yes,0
9070,2018-05-01,,Two year,Yes,Credit card (automatic),20.85,435.25,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
9072,2017-12-01,2020-01-01,Month-to-month,Yes,Electronic check,95.9,2448.75,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,No,Yes,No,1
9074,2018-09-01,,One year,No,Mailed check,19.35,307.0,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
9076,2015-04-01,,One year,Yes,Credit card (automatic),45.0,2689.35,DSL,No,No,No,No,Yes,Yes,Male,0,Yes,No,No,0
9078,2018-06-01,2019-11-01,Month-to-month,No,Bank transfer (automatic),81.5,1329.2,Fiber optic,No,No,No,No,No,Yes,Male,1,Yes,No,No,1
9080,2015-11-01,,Two year,No,Mailed check,25.5,1281.25,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
9082,2014-02-01,,Two year,No,Mailed check,48.9,3527.0,DSL,Yes,No,Yes,Yes,Yes,No,Male,0,Yes,Yes,No,0
9084,2015-08-01,2019-12-01,Month-to-month,No,Electronic check,84.1,4348.65,Fiber optic,Yes,No,No,No,Yes,No,Male,0,Yes,No,No,1
9086,2017-11-01,,Two year,Yes,Mailed check,19.6,561.15,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
9088,2019-11-01,,Month-to-month,No,Mailed check,20.0,63.6,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
9090,2014-10-01,,Two year,Yes,Mailed check,81.3,5129.3,DSL,Yes,Yes,Yes,Yes,No,Yes,Female,0,Yes,No,Yes,0
9092,2016-05-01,,Two year,Yes,Credit card (automatic),95.2,4285.8,Fiber optic,No,No,No,Yes,Yes,Yes,Female,0,Yes,No,No,0
9094,2019-09-01,2019-12-01,Month-to-month,Yes,Mailed check,36.45,93.7,DSL,No,No,No,No,Yes,No,Male,1,Yes,No,No,1
9096,2014-03-01,,Two year,Yes,Credit card (automatic),83.3,5894.5,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
9098,2019-10-01,2019-11-01,Month-to-month,No,Mailed check,25.05,25.05,DSL,No,No,No,No,No,No,Female,1,No,No,No,1
9100,2015-04-01,,Two year,No,Credit card (automatic),20.3,1160.75,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
9102,2017-04-01,,Month-to-month,Yes,Electronic check,89.85,3091.75,Fiber optic,No,Yes,Yes,No,Yes,No,Male,0,Yes,Yes,No,0
9104,2019-05-01,2020-01-01,Month-to-month,Yes,Electronic check,49.85,365.55,DSL,Yes,No,No,No,No,No,Female,0,No,No,No,1
9105,2018-11-01,,Month-to-month,No,Mailed check,19.8,272.95,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
9108,2014-08-01,,Two year,No,Bank transfer (automatic),54.65,3632.0,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
9109,2019-02-01,,Month-to-month,Yes,Credit card (automatic),29.35,381.2,DSL,No,Yes,No,No,No,No,Male,1,No,No,No,0
9111,2015-04-01,,Two year,Yes,Bank transfer (automatic),19.15,1035.5,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
9113,2019-11-01,,Two year,No,Mailed check,19.1,52.0,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
9115,2016-05-01,2019-12-01,Month-to-month,No,Credit card (automatic),55.55,2342.2,DSL,No,Yes,Yes,No,Yes,Yes,Female,1,Yes,No,No,1
9117,2019-05-01,,Month-to-month,No,Electronic check,80.55,653.9,Fiber optic,No,Yes,Yes,No,No,No,Female,0,No,No,No,0
9119,2019-11-01,,One year,No,Mailed check,20.25,71.2,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
9121,2017-12-01,2019-10-01,One year,Yes,Bank transfer (automatic),69.5,1498.2,DSL,No,Yes,No,No,Yes,Yes,Female,0,Yes,Yes,No,1
9123,2016-10-01,,One year,Yes,Bank transfer (automatic),106.0,4178.65,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,0
9125,2014-06-01,,Two year,No,Bank transfer (automatic),25.5,1821.8,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
9127,2015-06-01,2019-12-01,Month-to-month,Yes,Electronic check,104.3,5278.15,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,1
9129,2015-12-01,,Two year,Yes,Mailed check,79.6,4024.2,DSL,No,Yes,No,Yes,Yes,Yes,Female,0,No,No,Yes,0
9131,2020-01-01,,Month-to-month,Yes,Electronic check,55.25,55.25,DSL,No,No,No,No,No,Yes,Male,0,No,No,No,0
9133,2014-02-01,,Two year,No,Bank transfer (automatic),88.05,6520.8,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
9135,2016-10-01,,One year,Yes,Bank transfer (automatic),20.4,854.9,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
9137,2014-02-01,,Two year,Yes,Bank transfer (automatic),117.6,8308.9,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
9139,2019-08-01,,Month-to-month,No,Mailed check,20.0,109.2,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
9141,2019-09-01,,Month-to-month,Yes,Credit card (automatic),19.65,92.05,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
9143,2016-02-01,,One year,Yes,Credit card (automatic),70.55,3420.5,DSL,No,Yes,Yes,No,No,Yes,Male,0,Yes,No,Yes,0
9145,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,93.85,93.85,Fiber optic,No,No,No,No,Yes,Yes,Female,0,No,No,Yes,1
9147,2014-10-01,,One year,No,Mailed check,65.8,4068.0,DSL,Yes,No,No,Yes,Yes,No,Female,0,Yes,Yes,No,0
9149,2018-09-01,,One year,No,Credit card (automatic),20.05,337.9,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
9151,2016-10-01,,Month-to-month,Yes,Electronic check,80.0,3168.75,Fiber optic,No,Yes,Yes,No,No,No,Male,0,Yes,No,No,0
9153,2016-09-01,,One year,No,Credit card (automatic),35.4,1412.4,DSL,Yes,No,Yes,No,No,No,Female,0,Yes,Yes,No,0
9155,2015-11-01,,One year,Yes,Bank transfer (automatic),79.6,3974.7,Fiber optic,No,Yes,No,No,No,No,Male,1,No,No,Yes,0
9157,2016-09-01,,Month-to-month,Yes,Electronic check,80.25,3439.0,Fiber optic,No,Yes,No,No,No,No,Male,0,Yes,No,Yes,0
9159,2019-09-01,2019-10-01,Month-to-month,No,Mailed check,50.45,50.45,DSL,No,No,Yes,No,No,No,Female,0,Yes,Yes,No,1
9161,2019-12-01,,Month-to-month,Yes,Mailed check,20.45,42.45,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
9163,2014-06-01,,One year,No,Credit card (automatic),79.6,5461.45,Fiber optic,No,Yes,Yes,No,No,No,Male,0,No,No,No,0
9165,2018-02-01,,Two year,No,Mailed check,24.7,571.75,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
9167,2014-04-01,,Two year,No,Credit card (automatic),77.3,5498.2,DSL,Yes,No,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,0
9169,2019-11-01,,Month-to-month,Yes,Electronic check,29.75,96.85,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,0
9171,2019-12-01,,Month-to-month,No,Bank transfer (automatic),44.9,111.05,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
9173,2019-11-01,,Month-to-month,No,Credit card (automatic),29.8,94.4,DSL,No,Yes,No,No,No,No,Male,0,Yes,No,No,0
9175,2019-04-01,2019-11-01,Month-to-month,Yes,Electronic check,74.65,521.1,DSL,No,No,No,Yes,Yes,Yes,Female,0,No,No,Yes,1
9177,2019-01-01,,Month-to-month,Yes,Electronic check,71.95,923.85,DSL,Yes,No,No,No,Yes,Yes,Female,0,No,No,No,0
9179,2019-07-01,,Month-to-month,No,Mailed check,20.75,141.1,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
9181,2019-02-01,,Month-to-month,Yes,Mailed check,56.3,628.65,DSL,No,No,No,No,Yes,No,Male,0,Yes,Yes,No,0
9183,2015-09-01,,One year,Yes,Electronic check,105.25,5576.3,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
9185,2018-11-01,2019-11-01,Month-to-month,Yes,Electronic check,94.2,1046.1,Fiber optic,No,No,No,No,Yes,Yes,Female,0,No,No,Yes,1
9187,2014-11-01,,Two year,No,Mailed check,19.55,1245.6,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
9189,2018-11-01,,Month-to-month,No,Mailed check,84.45,1287.85,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,No,0
9191,2017-02-01,,One year,No,Mailed check,53.65,1939.35,DSL,Yes,Yes,No,No,No,No,Male,0,Yes,Yes,No,0
9193,2019-10-01,,Month-to-month,Yes,Electronic check,29.9,118.25,DSL,No,No,Yes,No,No,No,Male,1,Yes,No,No,0
9195,2018-02-01,,Two year,No,Mailed check,19.7,452.55,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
9197,2015-01-01,,One year,No,Credit card (automatic),43.7,2696.55,DSL,Yes,Yes,Yes,Yes,No,No,Female,0,No,No,No,0
9199,2018-10-01,,Month-to-month,No,Electronic check,55.3,875.35,DSL,No,Yes,No,No,No,No,Male,0,No,No,Yes,0
9201,2014-09-01,,Two year,Yes,Credit card (automatic),19.85,1267.05,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
9203,2017-12-01,,Two year,No,Credit card (automatic),19.65,494.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
9205,2018-10-01,,Month-to-month,Yes,Mailed check,49.45,799.0,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,0
9206,2015-05-01,2019-11-01,One year,No,Bank transfer (automatic),106.55,5763.3,Fiber optic,Yes,Yes,No,No,Yes,Yes,Female,0,Yes,No,Yes,1
9208,2019-11-01,2019-12-01,Month-to-month,No,Mailed check,20.1,20.1,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
9210,2019-09-01,,Two year,No,Mailed check,20.45,106.9,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
9212,2018-07-01,,Month-to-month,Yes,Electronic check,39.7,710.05,DSL,No,Yes,No,No,No,Yes,Female,0,No,No,No,0
9214,2019-04-01,,Month-to-month,Yes,Credit card (automatic),54.5,568.2,DSL,Yes,No,No,No,No,No,Male,0,No,No,Yes,0
9216,2017-11-01,2019-10-01,Month-to-month,No,Electronic check,83.8,1900.25,Fiber optic,No,Yes,Yes,Yes,No,No,Female,0,Yes,Yes,No,1
9218,2019-09-01,2019-12-01,Month-to-month,No,Mailed check,55.15,159.15,DSL,No,No,No,No,Yes,No,Male,0,No,No,No,1
9220,2014-02-01,,Two year,Yes,Bank transfer (automatic),111.6,8012.75,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
9222,2018-12-01,2019-10-01,Month-to-month,Yes,Electronic check,86.65,856.65,Fiber optic,No,No,No,No,No,Yes,Male,1,Yes,No,Yes,1
9224,2019-04-01,,Month-to-month,Yes,Mailed check,55.55,551.3,DSL,No,Yes,Yes,No,No,No,Female,0,Yes,Yes,No,0
9226,2019-03-01,,One year,Yes,Mailed check,20.55,184.95,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
9228,2016-11-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),106.75,4056.75,Fiber optic,Yes,Yes,No,No,Yes,Yes,Female,1,No,No,Yes,1
9230,2018-09-01,,One year,Yes,Mailed check,62.1,1096.65,DSL,Yes,No,No,Yes,No,No,Male,0,Yes,Yes,Yes,0
9232,2017-02-01,,Month-to-month,Yes,Credit card (automatic),104.5,3684.95,Fiber optic,Yes,No,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,0
9235,2018-09-01,,Month-to-month,Yes,Electronic check,101.8,1752.45,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,No,No,No,0
9237,2014-08-01,,One year,Yes,Credit card (automatic),110.6,7210.85,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Female,1,Yes,Yes,Yes,0
9239,2015-01-01,,One year,No,Bank transfer (automatic),84.9,5264.5,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
9241,2018-04-01,,Month-to-month,Yes,Mailed check,93.2,2157.3,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,No,No,No,0
9242,2020-01-01,,Month-to-month,Yes,Electronic check,24.4,24.4,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
9244,2019-08-01,,Month-to-month,No,Credit card (automatic),70.55,433.95,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
9246,2017-04-01,2019-11-01,Month-to-month,Yes,Electronic check,78.45,2435.15,Fiber optic,No,Yes,No,Yes,No,No,Male,0,No,No,No,1
9248,2014-06-01,,Two year,Yes,Credit card (automatic),85.0,5607.75,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
9251,2017-01-01,2019-11-01,Month-to-month,No,Electronic check,87.45,2874.15,Fiber optic,No,No,Yes,No,Yes,No,Female,0,Yes,Yes,Yes,1
9252,2015-10-01,,Month-to-month,No,Bank transfer (automatic),85.8,4433.3,Fiber optic,No,Yes,Yes,Yes,No,No,Female,0,Yes,Yes,No,0
9254,2019-04-01,,Month-to-month,Yes,Electronic check,91.1,964.35,Fiber optic,No,No,Yes,Yes,Yes,No,Female,0,No,Yes,No,0
9257,2017-08-01,2020-01-01,Month-to-month,Yes,Electronic check,70.75,1974.8,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,1
9259,2014-02-01,,Two year,No,Bank transfer (automatic),20.1,1460.85,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
9260,2016-03-01,,One year,No,Mailed check,20.05,951.55,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
9262,2018-02-01,,One year,No,Mailed check,74.8,1821.2,DSL,Yes,No,No,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
9264,2014-09-01,,One year,No,Credit card (automatic),24.8,1600.95,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
9266,2019-10-01,,Month-to-month,Yes,Mailed check,100.85,399.25,Fiber optic,No,No,No,Yes,Yes,Yes,Female,0,No,No,Yes,0
9268,2019-01-01,2020-01-01,Month-to-month,Yes,Electronic check,101.35,1218.55,Fiber optic,No,Yes,No,No,Yes,Yes,Male,1,Yes,No,Yes,1
9271,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,81.7,81.7,Fiber optic,Yes,No,No,No,No,No,Male,0,No,No,Yes,1
9272,2017-02-01,2019-11-01,Month-to-month,No,Electronic check,68.25,2171.15,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
9275,2017-04-01,,Month-to-month,Yes,Electronic check,105.1,3634.8,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,No,0
9276,2019-07-01,2019-11-01,Month-to-month,Yes,Electronic check,79.15,317.25,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,No,1
9279,2019-01-01,,One year,No,Mailed check,20.0,218.55,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
9281,2014-09-01,,Two year,Yes,Bank transfer (automatic),79.4,5071.9,DSL,No,Yes,No,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
9283,2018-03-01,,One year,No,Credit card (automatic),57.2,1423.35,DSL,Yes,No,No,Yes,No,No,Male,0,Yes,Yes,No,0
9285,2015-07-01,,Two year,No,Electronic check,58.6,3068.6,DSL,Yes,Yes,Yes,No,No,No,Male,0,Yes,No,No,0
9287,2016-01-01,,Two year,Yes,Electronic check,94.8,4690.65,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,Yes,No,No,0
9289,2015-02-01,,One year,No,Bank transfer (automatic),102.5,6157.6,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,0
9291,2014-05-01,,One year,Yes,Credit card (automatic),20.35,1442.65,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
9292,2016-10-01,,Month-to-month,Yes,Electronic check,84.9,3369.05,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,Yes,0
9294,2014-07-01,,Two year,Yes,Credit card (automatic),69.2,4671.65,DSL,Yes,Yes,No,Yes,No,Yes,Male,0,Yes,No,No,0
9296,2017-01-01,2019-12-01,Month-to-month,Yes,Electronic check,95.45,3474.05,Fiber optic,No,No,No,No,Yes,Yes,Male,1,No,No,Yes,1
9298,2018-03-01,2019-10-01,One year,Yes,Electronic check,100.95,1875.55,Fiber optic,No,No,No,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,1
9300,2019-01-01,,Two year,No,Mailed check,20.85,272.35,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
9302,2016-09-01,,Month-to-month,Yes,Bank transfer (automatic),88.5,3645.05,Fiber optic,No,Yes,No,No,Yes,No,Female,0,No,Yes,Yes,0
9304,2019-10-01,,Month-to-month,No,Mailed check,35.0,135.75,DSL,Yes,No,Yes,No,No,No,Female,0,No,No,No,0
9306,2018-02-01,,Month-to-month,No,Electronic check,55.15,1319.85,DSL,Yes,No,No,Yes,No,No,Female,0,Yes,Yes,No,0
9308,2019-09-01,,Month-to-month,Yes,Credit card (automatic),50.95,229.4,DSL,No,Yes,No,No,Yes,Yes,Female,0,No,No,No,0
9310,2019-09-01,,Month-to-month,Yes,Electronic check,64.0,370.25,DSL,No,Yes,No,No,No,Yes,Female,0,No,No,Yes,0
9312,2019-12-01,2020-01-01,Month-to-month,Yes,Mailed check,69.1,69.1,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,1
9314,2014-02-01,,Two year,No,Bank transfer (automatic),80.2,5714.2,DSL,Yes,Yes,Yes,Yes,Yes,No,Female,0,Yes,Yes,Yes,0
9315,2018-02-01,,Month-to-month,Yes,Credit card (automatic),49.3,1233.25,DSL,No,No,Yes,No,No,No,Female,0,No,No,No,0
9317,2016-08-01,,Two year,No,Credit card (automatic),84.35,3571.6,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
9319,2019-10-01,,Month-to-month,No,Mailed check,20.05,83.3,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
9321,2014-06-01,,One year,Yes,Credit card (automatic),117.2,8035.95,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
9323,2017-05-01,,One year,No,Mailed check,20.1,579.4,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
9325,2017-05-01,2019-12-01,One year,Yes,Electronic check,103.45,3066.45,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,No,No,Yes,1
9327,2019-09-01,2020-01-01,Month-to-month,No,Bank transfer (automatic),77.95,305.55,Fiber optic,No,Yes,No,No,No,No,Female,0,No,No,Yes,1
9329,2014-05-01,,Two year,Yes,Electronic check,109.95,7634.25,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,1,Yes,No,Yes,0
9331,2016-12-01,,Month-to-month,No,Electronic check,94.75,3653.0,Fiber optic,No,No,No,No,Yes,Yes,Male,1,No,No,Yes,0
9333,2019-11-01,,Month-to-month,Yes,Electronic check,80.0,241.3,Fiber optic,No,Yes,No,Yes,No,No,Female,0,Yes,Yes,No,0
9335,2016-02-01,,Two year,No,Electronic check,79.65,3870.3,DSL,No,Yes,No,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
9337,2018-11-01,,Two year,No,Mailed check,25.2,387.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
9339,2018-01-01,,One year,No,Credit card (automatic),19.9,527.5,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
9341,2019-09-01,2019-10-01,Month-to-month,No,Electronic check,78.45,78.45,Fiber optic,No,No,No,No,Yes,No,Female,1,No,No,No,1
9343,2016-02-01,,Month-to-month,Yes,Electronic check,44.8,2104.55,DSL,Yes,Yes,No,No,Yes,No,Female,0,No,No,No,0
9345,2020-01-01,,Month-to-month,No,Electronic check,19.2,19.2,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
9347,2017-01-01,,One year,No,Electronic check,80.05,3019.1,Fiber optic,No,Yes,Yes,No,No,No,Female,0,No,No,No,0
9349,2014-08-01,,One year,Yes,Bank transfer (automatic),107.35,7051.95,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,1,Yes,No,Yes,0
9351,2017-12-01,,One year,No,Bank transfer (automatic),47.85,1190.5,DSL,Yes,Yes,Yes,No,Yes,No,Female,0,Yes,No,No,0
9353,2014-11-01,,One year,No,Credit card (automatic),70.8,4448.8,DSL,Yes,Yes,No,Yes,Yes,No,Male,0,Yes,No,No,0
9355,2019-01-01,2019-11-01,Month-to-month,No,Mailed check,29.5,255.25,DSL,No,No,Yes,No,No,No,Male,0,No,No,No,1
9357,2019-10-01,2019-12-01,Month-to-month,Yes,Electronic check,70.75,146.9,DSL,Yes,No,No,No,Yes,Yes,Female,0,No,No,No,1
9359,2018-08-01,,Month-to-month,Yes,Credit card (automatic),59.1,1011.05,DSL,Yes,No,No,No,No,Yes,Male,1,Yes,No,No,0
9361,2014-10-01,,Two year,No,Mailed check,25.55,1714.95,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
9363,2019-01-01,2019-10-01,Month-to-month,Yes,Electronic check,84.45,762.5,Fiber optic,No,No,No,No,No,Yes,Female,1,No,No,Yes,1
9365,2020-01-01,,Month-to-month,No,Electronic check,75.55,75.55,Fiber optic,No,No,Yes,No,No,No,Female,0,No,No,No,0
9367,2019-07-01,2019-11-01,Month-to-month,Yes,Electronic check,85.65,338.9,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,Yes,1
9369,2016-11-01,2020-01-01,One year,Yes,Credit card (automatic),70.15,2497.35,DSL,No,Yes,Yes,Yes,Yes,No,Male,1,No,No,No,1
9371,2014-08-01,,One year,No,Electronic check,95.3,6273.4,Fiber optic,No,Yes,Yes,No,No,Yes,Male,0,Yes,No,Yes,0
9373,2020-01-01,,Month-to-month,Yes,Electronic check,70.25,70.25,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
9374,2018-08-01,,Month-to-month,Yes,Mailed check,50.3,908.75,DSL,No,No,No,Yes,No,No,Female,0,Yes,No,No,0
9376,2015-08-01,2019-11-01,Month-to-month,Yes,Electronic check,97.8,4913.3,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,No,No,Yes,1
9378,2020-02-01,,Two year,No,Mailed check,19.85,2291.023009417808,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
9381,2019-02-01,,Two year,No,Bank transfer (automatic),19.35,212.3,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
9383,2016-06-01,2019-11-01,Month-to-month,Yes,Electronic check,106.3,4443.45,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,1
9385,2019-02-01,,Month-to-month,No,Electronic check,25.0,316.2,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
9387,2015-07-01,,Two year,No,Mailed check,20.3,1079.05,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
9389,2019-07-01,,Month-to-month,Yes,Electronic check,75.35,564.65,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
9390,2018-12-01,2019-12-01,Month-to-month,Yes,Electronic check,89.4,1095.65,Fiber optic,No,No,Yes,Yes,No,Yes,Female,0,No,No,No,1
9391,2014-06-01,,Two year,No,Credit card (automatic),88.0,6161.9,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
9397,2019-06-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),83.15,446.05,Fiber optic,No,No,No,No,Yes,No,Female,1,No,No,Yes,1
